median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,distance_to_coast,distance_to_los_angeles,distance_to_san_diego,distance_to_san_jose,distance_to_san_francisco
271734.51,7.2016,13.0,12556.2,2039.4,8789.3,1869.0,33.945405,-114.920833,500000.0,306192.45,248666.97,733907.16,798088.7
495461.14,10.8216,29.0,4027.8,1221.4,1737.0,780.0,41.166181,-123.038203,136878.01,896716.36,1074023.04,436775.4,381345.14
231192.8,3.8651,47.0,1748.7,562.3,746.0,352.0,40.981561,-122.648695,99982.54,862971.38,1039826.39,410167.41,357649.52
152024.16,2.6803,9.0,5275.8,919.6,4144.9,881.0,38.712061,-121.852398,24596.75,610862.05,789274.37,152601.75,115888.66
500001.0,14.6574,42.0,8092.3,2065.3,4143.9,1989.0,38.886224,-121.929479,13362.35,630755.45,809093.65,171966.99,131286.05
198035.16,4.8157,40.0,681.0,201.4,276.5,180.0,32.550722,-121.236093,257177.4,324516.48,382123.23,535863.51,590235.22
114451.29,1.6117,7.0,5693.2,1288.4,7197.2,1598.0,41.85628,-118.455876,226301.69,868224.16,1022318.49,581909.25,566505.16
500001.0,13.6996,7.0,14677.9,3499.9,3107.2,1871.0,40.83941,-124.204188,227241.41,919887.52,1098523.66,437336.37,374214.33
416013.56,8.8085,21.0,8712.5,3009.9,3454.3,1383.0,41.003509,-120.486138,80652.92,798078.47,967233.4,424941.85,396073.53
456196.91,11.7142,9.0,8920.5,2638.9,3701.4,1544.0,38.762823,-121.912956,18019.78,618459.53,796889.13,158223.48,118940.62
437617.38,10.5968,50.0,14471.2,4838.0,7378.2,1952.0,35.775476,-118.130387,440100.38,192124.26,351259.49,378145.91,441702.88
500001.0,15.0,45.0,5879.9,1390.4,2926.1,1266.0,40.989662,-114.155722,500000.0,851316.94,957430.15,780121.77,794953.78
209557.07,2.4057,27.0,2452.8,601.4,1233.5,442.0,35.269411,-119.064627,371976.93,155155.68,333436.95,342180.9,408867.19
161650.6,2.7804,48.0,4829.8,1661.2,5214.3,1304.0,37.84576,-120.030305,207383.75,451762.82,626588.99,173230.71,210102.33
179478.87,3.3356,21.0,9976.1,2349.2,5354.2,1654.0,33.447444,-120.633443,285477.09,231203.28,333548.25,447554.02,507024.78
119710.66,3.2788,5.0,14803.6,3440.3,7551.3,1976.0,41.258578,-116.258033,426761.65,820258.91,952803.36,651430.44,655373.48
237452.87,4.8248,5.0,7724.1,2235.9,2394.1,1147.0,33.837319,-123.7442,13405.37,508228.66,624429.89,424009.53,453290.76
168588.4,3.3403,8.0,7284.4,1157.3,5988.0,1242.0,34.63652,-114.42241,500000.0,356487.42,331007.56,735761.96,797317.06
152742.35,2.1952,15.0,5837.8,1394.3,3474.8,1042.0,37.802275,-120.111862,201497.19,449961.56,625356.75,164923.71,202860.47
180254.74,2.6521,13.0,4296.5,1451.7,1106.6,715.0,39.758884,-121.206142,52579.98,687288.9,862454.82,275460.84,244911.7
204150.25,3.7575,33.0,5080.7,1673.2,2302.4,827.0,38.383837,-114.272285,500000.0,598957.7,681716.62,678529.75,716197.53
357797.44,8.9047,44.0,8912.3,2513.9,6007.9,1470.0,34.705272,-114.673272,500000.0,335320.06,318781.59,711809.63,773493.46
143717.99,3.1734,47.0,608.1,145.2,314.2,114.0,32.508959,-117.759692,500000.0,177076.63,60872.82,655849.99,722117.57
340907.05,7.2862,32.0,8470.7,2135.5,4318.0,1382.0,39.692931,-124.305673,210417.12,827111.74,1005340.08,335563.21,269192.73
112602.01,2.0284,36.0,2129.7,432.8,799.0,380.0,41.85947,-116.640383,376299.9,879576.97,1017295.69,674141.93,670862.64
57936.46,0.6575,49.0,7457.2,1423.9,3432.7,1459.0,40.194175,-120.976647,60632.38,724898.53,898204.95,327093.5,297014.91
199835.46,4.1375,23.0,5334.5,1087.1,1527.2,951.0,36.871963,-120.423058,201157.96,370855.64,549382.36,140110.79,202857.04
169667.9,3.108,34.0,7101.5,2346.7,3369.0,1000.0,41.085789,-122.833208,117877.4,880536.53,1057595.29,424357.31,370401.65
36685.88,2.6405,18.0,6579.7,1325.5,3088.5,873.0,36.393553,-119.00369,342055.99,269663.79,441970.73,277479.1,339479.95
101535.07,2.4613,12.0,4762.5,1161.4,1501.1,769.0,37.486874,-116.682198,500000.0,407169.12,531828.81,460179.14,506198.77
201872.18,2.9314,23.0,489.7,143.6,180.5,67.0,37.032733,-121.633383,89212.64,451890.93,629504.98,41038.08,107464.67
124540.77,2.4783,2.0,803.9,239.9,831.4,266.0,36.752427,-114.643304,500000.0,443292.08,503865.17,646293.31,697247.15
174551.36,2.6168,44.0,12625.4,2677.5,8106.8,1639.0,39.864312,-122.455263,56620.01,746944.44,924931.26,284954.31,232896.94
72406.63,1.9832,27.0,5755.1,1161.2,5567.5,1893.0,37.504305,-123.804245,114961.84,631851.95,804740.31,170026.0,125417.17
29109.65,1.249,50.0,5940.5,1331.0,1966.4,774.0,35.508813,-117.734179,484600.07,168661.72,314572.59,423869.59,487769.47
15000.0,1.1905,31.0,4876.9,830.0,4220.0,1251.0,34.952503,-115.582153,500000.0,263410.15,287847.21,625334.55,687531.29
500001.0,15.0,48.0,315.4,81.7,342.9,91.0,32.8586,-114.492105,500000.0,372054.21,249858.47,836952.6,902562.13
111385.45,4.3148,22.0,13316.3,3945.0,5794.4,1793.0,38.040354,-116.444704,500000.0,472124.02,595133.64,485353.44,525018.65
480935.62,11.1867,5.0,2398.7,472.6,2336.8,778.0,34.684633,-122.403675,85883.79,388589.61,531898.84,298854.59,343080.23
156982.35,4.0287,17.0,3097.1,520.4,1531.6,434.0,33.907272,-114.234558,500000.0,369650.77,302184.53,789859.36,853267.98
165544.83,4.11,43.0,1528.9,487.5,1293.1,381.0,38.711385,-114.845923,500000.0,600696.95,698127.12,635386.15,669505.5
261811.18,5.3871,7.0,6680.9,2181.8,3484.3,1337.0,38.971488,-122.786742,62841.17,681395.82,860057.03,197629.22,137371.32
298936.12,6.5801,18.0,1447.7,466.4,1427.3,476.0,39.645471,-118.632749,275524.47,623166.65,781303.05,382152.6,389151.37
56649.04,2.1212,2.0,14929.5,3505.3,5106.6,1900.0,37.283981,-118.667067,344234.1,361664.43,525704.58,285085.62,335311.34
125274.54,3.5685,31.0,9562.4,1705.8,5684.7,1834.0,40.993519,-119.853385,133928.92,785041.4,950527.8,442534.02,420829.03
299123.49,5.381,28.0,8356.3,2405.1,7214.8,1617.0,41.395256,-114.165046,500000.0,891645.03,1000398.29,802179.96,813698.67
15000.0,1.4048,3.0,3172.1,539.8,3350.3,1018.0,40.170024,-123.873967,184478.73,843788.06,1022463.3,358613.65,294978.79
456194.31,9.7611,9.0,3411.4,983.7,2420.0,868.0,38.538138,-117.914306,371105.49,499909.94,650521.73,373196.62,403077.0
488844.17,8.4795,33.0,7561.8,1463.3,8833.4,1902.0,35.385349,-122.344312,71499.08,403403.13,561969.56,221120.58,265247.17
77977.23,1.2699,28.0,546.8,93.8,469.3,179.0,41.837977,-118.963022,184880.12,868291.24,1026274.15,559424.89,540087.09
191343.89,2.6448,28.0,3516.6,528.7,3141.5,913.0,35.104294,-116.312722,500000.0,211836.58,276406.22,558530.81,621375.19
286122.56,4.7727,18.0,13804.2,3476.7,5780.5,1793.0,34.425241,-121.909369,138535.64,339862.08,479056.64,324111.13,374737.22
356621.33,7.4269,15.0,10236.7,3304.2,8261.0,1731.0,36.700464,-120.369725,210933.95,352314.81,530931.15,152555.99,216990.72
459881.03,11.1973,11.0,3523.9,1055.8,3118.4,1141.0,33.039985,-114.516935,500000.0,362827.92,249360.49,822683.88,888070.5
113045.16,3.0575,25.0,4667.2,944.0,4536.3,1145.0,41.795697,-116.504452,389506.85,874575.2,1010828.3,676893.69,674891.82
500001.0,15.0,5.0,1181.4,212.3,871.4,233.0,38.090119,-118.486407,335167.82,449785.69,609088.74,310767.65,346805.62
238493.79,4.3525,41.0,2824.0,965.1,1103.2,732.0,37.791045,-122.169027,21373.25,545976.84,724178.69,55859.07,22180.35
170634.67,3.9178,46.0,632.2,199.4,669.1,167.0,38.730065,-120.034293,181555.01,544584.88,716777.44,224278.81,234076.0
297772.39,6.2779,27.0,8517.9,2339.9,3975.8,1093.0,37.221725,-116.372356,500000.0,390962.03,505681.14,488281.85,536908.8
215665.19,5.4004,12.0,3925.8,863.9,1405.5,493.0,32.804603,-115.884298,500000.0,258771.15,119655.91,743350.68,809977.65
257196.45,5.2223,10.0,10209.7,3140.3,7493.5,1669.0,38.316957,-121.931635,28154.21,578570.23,757239.05,108694.21,74349.63
500001.0,14.8455,9.0,13281.2,2990.5,3911.1,1811.0,39.303652,-117.548368,378828.85,587420.55,732899.25,437105.35,456672.41
195184.01,5.1988,2.0,10316.3,2990.0,8794.1,1993.0,36.459116,-123.502469,61618.05,547679.62,713826.89,173641.18,174523.74
171352.01,2.4829,9.0,5953.7,1541.4,9795.9,1965.0,39.694308,-124.256271,206228.79,824373.14,1002645.5,333008.67,266733.5
102131.18,2.7078,47.0,3177.7,826.6,1643.3,537.0,34.656512,-118.738924,421296.72,81522.91,260197.53,411519.74,478369.05
458805.73,10.8436,51.0,1026.5,263.1,826.2,268.0,34.602128,-122.144012,111955.1,363696.98,506446.77,305294.08,353120.51
315609.83,6.7551,16.0,5075.7,1750.5,3795.6,863.0,34.033461,-123.671424,12092.79,500393.06,621886.94,401307.33,430488.44
134986.82,1.7615,1.0,4527.9,1494.2,2102.9,607.0,36.03395,-116.836803,500000.0,254914.17,369685.47,473336.99,532546.58
64716.71,1.7103,21.0,634.4,151.6,270.3,94.0,40.546614,-119.271267,195240.7,728110.38,890353.49,422354.98,411069.8
184795.26,4.5496,50.0,4288.2,1451.6,2943.7,999.0,40.365165,-116.139091,465274.58,726378.46,854962.73,600751.6,614030.92
265744.54,6.4876,37.0,4764.1,1337.7,1224.3,676.0,36.13683,-117.528585,482321.89,240900.53,381434.1,410973.57,470975.85
108940.75,2.9837,39.0,3848.9,1225.1,1934.7,587.0,38.096628,-116.837048,479045.15,467278.68,598568.45,452280.24,490908.62
223685.11,1.6354,1.0,7499.6,2346.6,2152.1,977.0,39.347755,-121.272714,57765.26,648058.63,824303.73,229649.16,201812.35
105535.81,2.2816,49.0,8913.9,3050.7,5767.8,1460.0,34.791464,-121.735604,143750.65,331046.47,481578.01,283723.69,336828.47
487097.13,12.0306,47.0,9358.5,1776.5,5065.6,1184.0,34.09734,-118.190814,489919.29,6945.02,180581.91,491372.25,558221.63
313202.82,6.0387,40.0,8931.8,2596.1,4988.8,1584.0,41.734912,-122.399138,96881.03,928884.87,1103960.76,490635.51,440881.69
325194.69,8.1666,14.0,8185.4,2773.5,3854.7,1455.0,38.366794,-115.938173,500000.0,522495.47,637532.26,534778.56,571171.39
433362.42,9.016,40.0,4314.2,701.7,5037.6,1394.0,41.823449,-119.009338,181451.45,866985.97,1025323.29,556223.56,536597.11
154408.27,3.0784,48.0,11162.7,3735.7,2223.6,1453.0,35.708682,-122.116606,82992.12,398784.31,563924.86,182520.76,230796.51
210245.11,3.5829,44.0,3417.6,1150.5,2334.1,663.0,39.178801,-117.935734,349395.72,570941.73,721563.38,401197.54,420565.23
185448.43,4.0519,32.0,10322.1,2595.9,5485.6,1406.0,34.614735,-114.577125,500000.0,342125.27,318603.83,724182.01,786031.88
272508.64,5.7547,24.0,6984.2,2013.5,3316.6,1417.0,34.981402,-123.638005,34780.31,505229.85,648745.82,305612.3,328683.73
351715.39,8.6167,39.0,6659.3,1018.5,3700.6,872.0,37.36307,-123.351875,71531.26,590386.53,764055.32,129242.21,93772.38
500001.0,13.7622,37.0,15383.8,2376.1,7401.4,1986.0,35.536372,-115.639689,500000.0,289287.21,342995.55,593859.6,653652.38
335673.73,7.3052,33.0,3750.6,575.6,3752.5,1208.0,34.092405,-123.349265,15903.88,470575.94,594323.49,384381.6,417394.08
363133.59,7.3372,30.0,10446.2,2509.1,2568.1,1596.0,34.997367,-124.086559,75995.44,545791.5,687685.96,326675.71,342484.78
500001.0,14.2389,26.0,2111.2,365.1,1068.3,668.0,32.83961,-120.846729,284576.43,276771.46,344903.74,509332.35,566490.29
190784.44,3.9629,43.0,4606.0,1417.6,2320.9,1319.0,39.192024,-119.599588,205849.63,584477.14,752321.47,287023.27,291993.92
377051.48,9.1468,44.0,5818.6,1145.5,6521.1,1817.0,37.175108,-118.520833,360553.7,348421.71,510657.64,298726.88,350370.82
274867.73,6.3406,14.0,3495.1,635.6,4059.7,1109.0,33.395309,-119.173348,422409.59,112918.36,202096.71,503001.81,568080.45
291680.7,6.4816,12.0,8136.5,1780.6,5949.4,1609.0,34.131093,-114.911562,500000.0,306622.85,261061.47,723615.16,787340.44
161790.47,3.9404,44.0,4403.4,856.7,1335.6,837.0,33.474078,-116.428985,500000.0,179240.98,108017.19,655325.24,721790.05
105106.66,1.9415,3.0,3938.8,1162.0,2773.7,737.0,38.319632,-114.169992,500000.0,598866.98,678798.87,686496.49,724782.96
273464.98,5.5119,7.0,4062.0,901.2,3041.0,1075.0,33.394998,-119.497218,392405.54,137199.37,230379.28,489337.15,553562.69
293225.51,5.5259,21.0,1870.3,571.5,1561.0,431.0,39.665682,-123.614539,150747.22,786140.11,964771.12,298975.83,234882.84
158016.28,3.1732,27.0,13467.8,4218.3,8753.8,1990.0,32.694854,-114.466928,500000.0,381362.83,251983.15,850248.67,916035.89
150140.59,4.229,10.0,5970.0,1599.1,1995.7,1257.0,34.86907,-124.456812,106328.53,577107.28,715150.1,358667.33,370581.83
143690.9,2.6402,10.0,6862.8,1884.8,7156.3,1595.0,40.961333,-116.350992,428380.83,786302.46,919205.01,624483.41,630724.42
193298.12,2.6537,36.0,8536.5,1766.8,5072.4,1820.0,39.326048,-124.171539,190563.17,789493.04,967406.72,297251.77,230508.78
103049.89,3.3583,17.0,3236.3,903.0,1518.9,433.0,33.193199,-116.507251,500000.0,186591.48,80483.89,671649.28,738345.9
15000.0,2.0197,42.0,11869.3,2985.1,6691.4,1592.0,40.300698,-114.651641,500000.0,764120.18,872123.34,707923.35,727247.41
172731.62,3.1579,34.0,3025.3,877.9,2333.4,583.0,37.183834,-120.412767,192969.79,399971.78,578045.46,131878.08,188732.97
251391.75,6.8774,18.0,13634.5,3869.1,2909.6,1870.0,40.544439,-121.969869,32322.64,793736.69,969728.25,356384.23,310933.84
469565.87,10.7367,26.0,1189.5,343.5,759.0,246.0,38.207028,-122.124069,14288.9,578962.12,757592.88,98579.6,55082.51
500001.0,15.0,2.0,5828.9,1869.5,7430.1,1719.0,38.977414,-119.336965,234694.49,556590.66,722860.03,288035.07,300406.03
194509.93,3.5251,9.0,1727.9,463.3,732.2,328.0,41.938265,-122.705686,126922.31,960097.92,1135611.57,516044.51,464130.14
403599.6,9.2079,45.0,8127.3,2485.9,5050.5,1080.0,34.707188,-117.434302,500000.0,103957.25,222416.66,496157.03,561923.49
244008.85,5.4833,5.0,1320.2,284.3,1237.7,395.0,38.427483,-120.6323,138214.05,531885.5,707939.15,163720.14,172668.4
164686.25,3.8868,26.0,797.4,246.0,821.5,188.0,36.873053,-121.10735,140363.35,407357.45,585677.0,86676.83,153034.22
203387.64,5.7049,41.0,4086.9,870.4,5644.5,1257.0,32.874794,-119.656501,394437.74,185313.0,233975.08,536419.4,599205.02
348056.12,8.6822,15.0,4412.5,982.6,1443.8,649.0,32.637471,-118.802831,481940.44,165537.96,154031.22,593631.94,658429.63
115212.1,3.3235,25.0,12446.5,4044.2,8469.2,1764.0,33.632671,-123.009732,60115.59,442912.2,553724.5,424508.75,463118.28
149520.41,3.2779,26.0,7726.4,1547.0,4305.8,1035.0,38.666372,-117.068485,440414.95,523912.37,661257.88,447391.19,477945.96
70066.88,3.5048,28.0,2771.3,824.8,2407.7,814.0,37.888049,-115.229055,500000.0,505450.55,600737.76,589736.86,631536.94
165013.8,3.0769,23.0,1089.8,214.4,769.5,174.0,37.757581,-121.581137,73855.73,510324.05,688989.49,53827.73,73752.3
388695.83,9.2012,21.0,2535.9,503.0,848.0,450.0,32.802639,-122.605896,121599.23,428204.33,509258.1,508715.19,552602.57
224904.84,2.834,22.0,682.6,184.8,280.4,159.0,36.958378,-116.514693,500000.0,359113.78,474947.58,478231.89,529543.6
137290.65,3.1501,19.0,12136.8,1905.9,8129.2,1899.0,41.283917,-122.572812,100759.25,889886.26,1066124.71,442455.83,390949.26
287565.83,5.4017,50.0,3384.8,947.4,2719.7,1097.0,36.277123,-124.066821,107377.33,584565.28,746054.08,226981.58,221193.48
269545.1,5.1459,10.0,827.3,246.0,1041.2,228.0,38.436763,-117.997946,367000.02,488268.0,640166.8,362633.53,393923.04
148529.54,3.5046,42.0,12300.1,4094.6,2734.9,1626.0,39.908277,-121.98261,17462.68,731153.18,908245.7,285692.66,240763.55
500001.0,12.3071,36.0,5846.6,1757.5,1966.6,944.0,39.94729,-122.695991,79154.9,765634.66,943833.74,298243.97,243279.75
109905.75,3.0698,31.0,2152.5,686.0,2510.7,608.0,37.433161,-114.193171,500000.0,524212.48,589442.44,679910.15,725489.12
210355.84,4.0445,31.0,3739.4,736.1,2756.8,595.0,40.650543,-121.435418,10056.94,786262.16,960383.55,370204.23,331337.58
134811.87,1.4105,35.0,3970.5,843.5,3497.5,927.0,36.218092,-115.013845,500000.0,379677.67,435861.59,624823.72,679796.09
206360.11,3.7322,11.0,8507.8,2884.6,8683.1,1816.0,40.942586,-122.628703,97384.98,858358.15,1035230.08,405618.43,353231.12
55046.22,2.0263,17.0,5241.2,1434.6,4529.6,1478.0,34.782158,-115.90074,500000.0,229499.28,257157.66,608701.72,671992.94
153596.09,2.5863,33.0,6403.7,1819.1,4203.6,965.0,35.162056,-119.228802,360493.64,153230.48,331878.86,339961.36,406799.25
61075.78,1.3861,22.0,5953.2,1693.3,3200.9,1339.0,33.004646,-123.674755,16183.39,516936.68,609210.47,508601.0,541936.83
96657.34,2.6235,43.0,5582.1,1948.8,7293.5,1478.0,40.058027,-116.797144,419308.84,680191.44,816595.31,535273.62,548844.2
239308.75,4.2843,26.0,11665.8,3408.1,4031.2,1479.0,36.462025,-115.13323,500000.0,389197.72,455547.97,608550.41,662082.42
243438.56,3.8709,36.0,1511.3,457.1,1870.0,393.0,34.676608,-122.788322,50999.89,423219.2,564193.8,306976.01,345551.66
190019.81,3.4943,48.0,6567.6,2185.0,2465.4,1073.0,34.702008,-116.881302,500000.0,144236.7,221891.38,537415.91,602434.59
263698.41,3.6879,2.0,6231.9,1324.4,3113.8,1709.0,41.063299,-119.826949,134247.54,792247.65,957427.55,450525.23,428573.13
174144.35,3.3102,32.0,10868.0,3418.4,3870.5,1396.0,40.422208,-116.58436,425808.01,723515.66,857981.64,572858.04,583406.51
198409.35,4.3896,3.0,9057.2,1405.5,2625.4,1712.0,37.758543,-117.003757,475523.93,427125.91,560439.84,433220.43,476043.07
213546.08,4.1949,38.0,9412.6,1636.5,2574.1,1561.0,38.353053,-124.220698,172057.15,718662.41,894147.15,233591.78,170456.13
269228.71,5.2856,50.0,4407.9,778.1,6406.6,1345.0,37.006093,-122.623429,2193.26,515054.42,689395.94,74841.78,86823.1
194394.98,3.9726,23.0,989.1,149.5,616.4,128.0,36.220832,-119.554214,298155.83,269340.96,446842.31,242395.12,307299.14
131377.98,3.4549,50.0,5893.6,1398.0,1440.7,933.0,41.19703,-114.697261,500000.0,853555.93,967545.29,752796.33,764078.15
365077.93,7.1487,1.0,3009.8,1045.4,1312.8,812.0,33.693321,-120.908229,252475.3,249505.59,365105.09,415105.65,473378.03
288667.93,6.4348,5.0,5276.9,1084.7,2940.7,937.0,36.475245,-117.896829,438303.44,271468.15,422970.88,367797.78,426030.32
273398.71,4.3953,44.0,437.4,81.3,121.7,61.0,35.773338,-124.373121,122039.98,591029.05,744587.72,282006.38,282040.44
357441.71,9.1803,37.0,12464.6,2993.6,6675.3,1848.0,37.232432,-117.033167,490235.33,370283.17,501892.41,429797.34,478877.32
179603.36,4.7095,1.0,9469.9,2817.8,5876.9,1249.0,36.847503,-118.167783,402201.21,311136.86,468084.96,334628.16,389772.9
175423.93,4.0686,18.0,3531.0,564.9,2123.3,456.0,37.429451,-116.988355,487691.49,392378.34,523899.59,433139.82,479949.49
177435.17,4.301,5.0,6167.1,1584.5,7684.6,1950.0,33.82923,-115.001064,500000.0,299786.65,235565.22,734858.95,799391.74
202251.36,4.9484,18.0,4671.7,1142.8,2839.1,754.0,37.374844,-122.961761,37419.8,564140.51,739180.99,94806.35,64886.98
170097.22,2.5849,35.0,6186.7,1630.9,6097.6,1884.0,34.802979,-121.753309,141801.99,332917.35,483601.87,282371.16,335282.52
145358.02,1.4562,32.0,511.6,138.6,485.1,169.0,34.251148,-114.044301,500000.0,386712.34,335350.81,786197.04,848437.77
240517.81,5.3062,26.0,2585.1,537.6,3668.3,759.0,33.115925,-122.859018,88898.22,440262.82,533712.46,477862.13,519033.34
305486.64,7.3922,33.0,14600.5,3105.2,7543.1,1835.0,39.745199,-116.933416,417606.81,643823.89,781429.97,507178.82,523865.11
71939.03,2.4582,42.0,1337.9,316.2,2032.8,445.0,36.560698,-116.886703,500000.0,304982.47,427796.74,452910.52,508323.27
420431.53,8.5322,24.0,2185.6,754.1,1508.7,347.0,38.453115,-117.328566,424677.06,496369.94,637675.13,418894.53,451813.74
132426.94,1.6688,27.0,1674.1,451.7,1368.5,276.0,39.412137,-122.111874,15909.47,688706.65,866723.85,231221.18,184550.21
54763.33,3.205,19.0,2362.1,431.6,1395.3,340.0,38.953508,-122.241092,15291.12,651894.09,830452.09,182021.42,132521.27
500001.0,12.4735,18.0,5460.3,997.9,2836.3,859.0,36.969757,-117.503419,457222.95,331433.41,473588.32,390889.56,443440.86
276055.79,5.5487,15.0,10921.5,3141.8,6919.0,1418.0,36.185036,-122.544373,31366.8,457785.26,626061.01,141035.17,176585.85
130231.77,3.7379,27.0,6871.8,1668.3,4533.1,945.0,36.071619,-117.553585,482234.68,233311.98,374427.4,411450.44,471950.05
266884.36,5.2141,11.0,7940.5,2548.3,3366.3,1802.0,38.580464,-119.328453,247076.36,513104.61,680408.34,263532.21,284853.84
400525.69,9.1872,24.0,8750.4,2136.9,2243.3,1185.0,37.200546,-120.440397,190040.91,402807.77,580915.65,129204.39,185787.1
127772.51,1.8831,3.0,4721.5,729.5,2815.9,1074.0,40.566756,-121.34756,19597.28,774852.51,948826.43,361849.53,324429.09
378218.65,9.882,39.0,3015.7,839.4,2058.4,479.0,40.809669,-114.550442,500000.0,818991.92,928948.79,741405.21,756503.1
171676.88,3.34,7.0,1961.3,398.8,2024.6,464.0,34.120324,-119.165017,399630.55,85544.7,242626.32,434315.45,500470.39
359279.16,6.8554,12.0,2945.8,1022.8,1472.0,383.0,33.79422,-118.606854,461677.66,44211.89,179903.98,493514.67,560017.69
143800.89,3.1002,33.0,8733.2,1320.3,5648.5,1338.0,38.488809,-114.532811,500000.0,594906.01,683932.97,657734.99,694271.73
500001.0,12.3078,22.0,3568.1,684.3,2981.0,661.0,35.361645,-117.634288,498525.58,156003.59,296969.17,439987.97,504263.88
125267.83,4.3987,35.0,5007.6,1400.8,1708.8,714.0,32.676422,-114.442544,500000.0,384287.33,254321.33,853313.16,919101.86
121467.75,2.0192,14.0,4653.4,860.4,3133.7,1484.0,40.942105,-123.383149,160631.14,890200.5,1068228.14,420707.26,362305.03
261664.01,5.942,26.0,741.5,215.6,391.1,120.0,34.655557,-115.610284,500000.0,250614.14,258602.46,638737.08,701982.55
495816.15,9.7839,19.0,5981.0,1513.4,7250.4,1895.0,41.328166,-120.978146,31124.81,844267.4,1015132.89,450336.53,414495.74
398042.09,9.1427,21.0,7286.5,1294.6,7073.3,1760.0,39.315627,-115.989881,500000.0,618875.14,740890.91,559441.03,584887.04
160065.96,4.7403,41.0,7318.3,1684.0,2783.9,1604.0,39.745208,-115.515815,500000.0,677930.42,794920.54,615301.36,637463.86
369822.72,7.2954,45.0,10919.7,2841.1,5173.2,1617.0,34.413884,-121.649377,162674.48,316017.05,456546.28,326090.31,379547.93
162124.94,3.4801,31.0,7691.3,2009.2,3149.9,1013.0,34.724847,-120.207279,285119.94,195492.06,359303.76,327787.43,392429.66
288725.84,6.3893,5.0,125.9,31.2,44.4,26.0,37.452044,-116.876849,496772.76,397773.73,526808.73,442982.46,489477.22
244304.2,5.5716,35.0,7107.2,2108.6,3466.1,1167.0,34.134949,-123.459916,4557.04,480712.73,605322.57,383503.02,414887.24
44608.37,0.7889,17.0,4001.3,888.4,2831.5,581.0,35.401601,-116.566898,500000.0,214392.15,303142.45,522960.78,585043.96
168229.97,2.4587,32.0,9723.3,2664.7,2456.6,1345.0,35.553894,-123.340034,23136.65,494699.25,650044.41,237197.09,259721.11
239424.81,5.0769,51.0,13166.1,2473.0,3584.5,1685.0,34.016484,-114.898215,500000.0,307949.96,254742.26,731400.5,795388.63
249430.47,4.9481,4.0,3746.2,1289.9,1325.0,542.0,34.449237,-121.598437,166297.6,311844.58,453826.13,322508.77,376550.19
161181.14,4.4042,10.0,2694.5,532.7,2674.7,852.0,39.991242,-118.456207,280333.65,660914.14,816785.92,419205.28,422687.82
217954.24,4.7286,30.0,712.5,229.7,646.7,203.0,34.088361,-123.269888,23313.1,463274.04,587105.18,382412.62,416464.01
430231.43,9.2498,37.0,13822.1,2556.2,6195.1,1928.0,32.770345,-121.670322,209868.46,348723.32,421830.11,508515.21,560080.09
248263.37,5.5427,51.0,2942.5,1008.9,2880.4,669.0,38.478872,-120.258472,169259.81,524624.09,698830.07,191107.81,204842.31
17293.1,1.1056,9.0,6364.2,2208.4,7821.9,1865.0,41.77184,-119.385987,151698.82,864470.18,1025514.51,537458.41,514935.37
500001.0,14.4201,26.0,12905.2,2628.1,6937.4,1657.0,35.646531,-124.499291,130183.63,598006.18,749154.51,299751.88,300161.85
115757.08,1.4277,22.0,6414.6,1238.5,4519.6,1309.0,33.627229,-115.169114,500000.0,287483.19,210970.22,735039.59,800154.17
358369.66,7.9636,21.0,502.5,150.4,387.3,104.0,37.91868,-124.419414,179074.28,702697.53,875798.75,231848.65,176338.72
58826.2,1.7531,48.0,4281.5,1225.3,2165.7,1197.0,41.110365,-116.376312,421555.34,802011.19,935551.4,633264.79,637957.08
500001.0,10.5283,23.0,2330.7,680.1,1211.3,327.0,39.948587,-119.558921,187762.16,666244.14,831912.41,353692.21,346449.72
150693.26,3.7932,12.0,8250.8,1384.5,3519.4,1569.0,38.413901,-118.99926,280625.26,489993.03,654579.78,280396.62,307780.96
194364.15,5.6439,31.0,4124.4,1079.9,3368.4,914.0,35.493037,-122.313212,71294.44,405125.43,565711.97,208834.43,253365.95
123828.49,1.3611,17.0,8699.7,2481.6,5917.6,1219.0,37.647862,-118.122632,380817.54,400203.68,554882.35,334107.45,378247.58
254743.88,6.943,40.0,421.6,89.9,191.3,58.0,33.366826,-118.859065,452475.21,95130.25,173933.56,520249.68,585929.86
361000.17,5.7533,45.0,8159.4,2350.2,1915.9,1242.0,38.949982,-122.775518,61334.36,678913.86,857572.88,195049.36,134819.51
305684.0,6.4909,21.0,1204.6,277.8,406.0,235.0,39.388412,-121.99975,5685.5,681493.91,859367.48,227973.88,183628.85
285170.16,7.923,47.0,5460.1,1176.3,2011.4,1214.0,41.6678,-123.797512,211263.62,976985.56,1154785.52,508257.41,449125.35
204670.91,4.9884,41.0,10101.0,3110.0,6628.5,1812.0,34.973775,-123.804022,49675.53,519975.93,662600.41,314237.18,334696.35
188460.41,3.9494,33.0,8239.9,1580.1,2355.0,1423.0,32.675336,-124.355354,38116.67,588038.56,673188.37,565138.63,593108.42
112617.7,2.7551,15.0,5624.2,847.0,3163.4,964.0,37.68328,-122.18502,22839.53,538018.01,716014.22,46196.84,22805.1
